ID,Name,Lat,Lon,Country
4263,Petrópolis,-22.50949298220,-43.19998356280,163
4264,Nova Cruz,-6.46959348666,-35.43999210770,163
4265,Caicó,-6.45961993523,-37.10001998040,163
4266,Açu,-5.57962196973,-36.91005741530,163
4267,Estância,-11.26961057650,-37.45002445630,163
4268,Steinbach,49.51709250800,-96.68330814800,113
4269,Nelson House,55.80045574860,-98.85002343930,113
4270,Shamattawa,55.85037518220,-92.08327885110,113
4271,Oxford House,54.95040427560,-95.26659875670,113
4272,Yorkton,51.21706626290,-102.46654687700,113
4273,Swift Current,50.28373821930,-107.76661096400,113
4274,Biggar,52.05040041010,-107.98329024400,113
4275,Kindersley,51.46697348950,-109.13329756900,113
4276,Meadow Lake,54.13011842760,-108.43473555700,113
4277,Hudson Bay,52.85042909660,-102.38329614400,113
4278,Lethbridge,49.70049216620,-112.83327844400,113
4279,Brooks,50.56705425930,-111.90000207700,113
4280,Lake Louise,51.43369386710,-116.18328068200,113
4281,Athabasca,54.71703350740,-113.26658532900,113
4282,Fort Chipewyan,58.71709942540,-111.14999617700,113
4283,Bella Bella,52.14840476390,-128.11728092600,113
4284,Sandspit,53.24040529290,-131.83328149600,113
4285,Campbell River,50.01708782870,-125.24998824200,113
4286,Port Hardy,50.71707094230,-127.49998010400,113
4287,Nanaimo,49.14602021270,-123.93429114600,113
4288,Quesnel,52.98367677720,-122.48328373400,113
4289,Abbotsford,49.05037680980,-122.29998742900,113
4290,Dawson Creek,55.76696942050,-120.23326603400,113
4291,Penticton,49.50037518220,-119.58327986800,113
4292,Nelson,49.48365785630,-117.28329105800,113
4293,Lillooet,50.68371380520,-121.93326562700,113
4294,Powell River,49.88371095690,-124.54997929100,113
4295,Revelstoke,51.00046449700,-118.18333947900,113
4296,Burns Lake,54.21701234850,-125.76659753600,113
4297,Dease Lake,58.45034568190,-130.03328800600,113
4298,Coral Harbour,64.15377016110,-83.17658736340,113
4299,Baker Lake,64.31699017250,-96.01665633320,113
4311,Sioux Lookout,50.26296429350,-91.91664819510,113
4300,Norman Wells,65.28372702960,-126.84996810100,113
4301,Fort McPherson,67.49152508460,-134.89498091800,113
4302,Burwash Landing,61.35037538570,-139.00000167000,113
4303,Caracaraí,1.81623150523,-61.12767480630,163
4304,Porto Santana,-0.03959836945,-51.17998742840,163
4305,Orangeville,43.91707256990,-80.08333947930,113
4306,Little Current,45.96702496240,-81.93332991710,113
4307,Chapleau,47.83370688790,-83.40001041840,113
4308,Wawa,48.00041505850,-84.78333683440,113
4309,Hearst,49.70049216620,-83.66658329440,113
4310,Marathon,48.75039512030,-86.36665104340,113
4312,Red Lake,51.03369244290,-93.83330123060,113
4313,Deer Lake,52.61703249010,-94.06659448420,113
4314,Cat Lake,51.71703574530,-91.79998864920,113
4315,Cornwall,45.01705710760,-74.73333012050,113
4316,Kingston,44.23371990870,-76.48330082370,113
4317,Barrie,44.38376242990,-79.70000370450,113
4318,Parry Sound,45.33370444650,-80.03300663420,113
4319,Wiarton,44.73368939110,-81.13330123060,113
4320,Cobalt,47.38370851550,-79.68331221690,113
4321,Cochrane,49.06701662100,-81.01656417000,113
4322,Nipigon,49.01704551100,-88.24997278010,113
4323,Atikokan,48.75039512030,-91.61658899100,113
4324,Rimouski,48.43374778150,-68.51668115400,113
4325,Saint-Georges,46.11714499820,-70.66665328130,113
